25.002422	25.004829	25.007223	25.009586	25.011913	25.014196	25.016426	25.018589	25.020687	25.022703	25.024637	25.026474	25.028214	25.029842	25.031361	25.032757	25.034035	25.035175	25.036188	25.037064	25.037796	25.038387	25.038830	25.039129	25.039278	25.039280	25.039131	25.038832	25.038387	25.037798	25.037064	25.036190	25.035177	25.034031	25.032757	25.031359	25.029842	25.028210	25.026474	25.024635	25.022705	25.020687	25.018593	25.016426	25.014194	25.011915	25.009586	25.007221	25.004829	25.002420	
25.002544	25.005077	25.007589	25.010075	25.012520	25.014915	25.017262	25.019537	25.021738	25.023859	25.025890	25.027821	25.029646	25.031361	25.032955	25.034424	25.035761	25.036966	25.038025	25.038948	25.039717	25.040337	25.040808	25.041119	25.041275	25.041275	25.041119	25.040806	25.040339	25.039721	25.038948	25.038029	25.036964	25.035763	25.034424	25.032953	25.031359	25.029648	25.027817	25.025888	25.023857	25.021740	25.019537	25.017262	25.014919	25.012520	25.010075	25.007587	25.005075	25.002542	
25.002655	25.005302	25.007929	25.010521	25.013077	25.015583	25.018028	25.020407	25.022709	25.024921	25.027042	25.029060	25.030968	25.032757	25.034424	25.035957	25.037357	25.038612	25.039726	25.040684	25.041489	25.042137	25.042625	25.042953	25.043114	25.043118	25.042953	25.042625	25.042137	25.041489	25.040686	25.039724	25.038616	25.037357	25.035957	25.034424	25.032759	25.030968	25.029060	25.027039	25.024921	25.022707	25.020409	25.018028	25.015583	25.013079	25.010523	25.007927	25.005302	25.002655	
25.002762	25.005508	25.008236	25.010933	25.013584	25.016190	25.018730	25.021202	25.023590	25.025894	25.028095	25.030191	25.032171	25.034031	25.035763	25.037357	25.038809	25.040115	25.041267	25.042267	25.043102	25.043776	25.044285	25.044622	25.044792	25.044792	25.044624	25.044283	25.043776	25.043104	25.042267	25.041271	25.040115	25.038811	25.037357	25.035763	25.034033	25.032173	25.030190	25.028095	25.025890	25.023594	25.021202	25.018730	25.016190	25.013588	25.010933	25.008234	25.005507	25.002758	
25.002853	25.005692	25.008512	25.011297	25.014042	25.016731	25.019360	25.021914	25.024387	25.026764	25.029041	25.031206	25.033257	25.035175	25.036966	25.038612	25.040115	25.041466	25.042658	25.043686	25.044554	25.045248	25.045773	25.046124	25.046299	25.046299	25.046124	25.045773	25.045250	25.044552	25.043690	25.042656	25.041466	25.040115	25.038612	25.036968	25.035177	25.033257	25.031208	25.029037	25.026764	25.024385	25.021915	25.019361	25.016735	25.014046	25.011299	25.008514	25.005692	25.002851	
25.002934	25.005857	25.008755	25.011625	25.014446	25.017216	25.019917	25.022545	25.025085	25.027534	25.029873	25.032106	25.034210	25.036190	25.038029	25.039726	25.041267	25.042658	25.043882	25.044945	25.045834	25.046551	25.047089	25.047449	25.047630	25.047630	25.047451	25.047089	25.046551	25.045834	25.044943	25.043884	25.042656	25.041267	25.039724	25.038029	25.036188	25.034210	25.032104	25.029877	25.027531	25.025087	25.022545	25.019918	25.017216	25.014446	25.011625	25.008757	25.005857	25.002934	
25.003006	25.005997	25.008968	25.011904	25.014795	25.017630	25.020397	25.023090	25.025694	25.028198	25.030598	25.032879	25.035038	25.037064	25.038948	25.040684	25.042267	25.043686	25.044947	25.046028	25.046940	25.047674	25.048225	25.048597	25.048780	25.048782	25.048595	25.048229	25.047672	25.046940	25.046032	25.044943	25.043688	25.042263	25.040684	25.038946	25.037062	25.035038	25.032879	25.030596	25.028198	25.025692	25.023090	25.020401	25.017632	25.014797	25.011906	25.008970	25.005999	25.003006	
25.003063	25.006119	25.009144	25.012142	25.015087	25.017979	25.020802	25.023546	25.026199	25.028759	25.031200	25.033531	25.035732	25.037796	25.039719	25.041489	25.043102	25.044554	25.045834	25.046940	25.047871	25.048618	25.049183	25.049559	25.049749	25.049747	25.049561	25.049179	25.048618	25.047871	25.046942	25.045835	25.044552	25.043102	25.041489	25.039717	25.037796	25.035730	25.033531	25.031200	25.028757	25.026201	25.023548	25.020803	25.017982	25.015087	25.012142	25.009148	25.006119	25.003067	
25.003113	25.006210	25.009291	25.012329	25.015324	25.018261	25.021126	25.023914	25.026611	25.029205	25.031693	25.034054	25.036289	25.038385	25.040340	25.042137	25.043774	25.045248	25.046551	25.047672	25.048618	25.049377	25.049950	25.050333	25.050524	25.050526	25.050331	25.049950	25.049377	25.048620	25.047674	25.046551	25.045250	25.043774	25.042137	25.040337	25.038387	25.036289	25.034054	25.031689	25.029205	25.026611	25.023914	25.021128	25.018261	25.015327	25.012331	25.009289	25.006214	25.003113	
25.003147	25.006285	25.009396	25.012474	25.015501	25.018471	25.021372	25.024191	25.026917	25.029545	25.032057	25.034449	25.036709	25.038832	25.040806	25.042625	25.044283	25.045773	25.047089	25.048225	25.049183	25.049950	25.050529	25.050915	25.051109	25.051109	25.050915	25.050529	25.049952	25.049181	25.048229	25.047089	25.045773	25.044285	25.042625	25.040804	25.038830	25.036709	25.034449	25.032057	25.029545	25.026918	25.024193	25.021374	25.018473	25.015503	25.012474	25.009399	25.006287	25.003149	
25.003170	25.006330	25.009468	25.012568	25.015619	25.018612	25.021534	25.024376	25.027126	25.029770	25.032303	25.034714	25.036991	25.039127	25.041119	25.042950	25.044621	25.046124	25.047451	25.048595	25.049559	25.050331	25.050915	25.051306	25.051500	25.051502	25.051304	25.050915	25.050333	25.049561	25.048597	25.047451	25.046124	25.044624	25.042950	25.041117	25.039127	25.036991	25.034712	25.032303	25.029770	25.027126	25.024376	25.021538	25.018616	25.015621	25.012569	25.009468	25.006332	25.003174	
25.003181	25.006355	25.009504	25.012615	25.015678	25.018681	25.021616	25.024467	25.027225	25.029884	25.032425	25.034845	25.037132	25.039278	25.041275	25.043114	25.044792	25.046299	25.047630	25.048780	25.049747	25.050526	25.051113	25.051502	25.051699	25.051697	25.051502	25.051109	25.050524	25.049747	25.048782	25.047630	25.046299	25.044792	25.043116	25.041275	25.039276	25.037132	25.034843	25.032425	25.029884	25.027229	25.024471	25.021618	25.018684	25.015682	25.012617	25.009504	25.006357	25.003185	
25.003181	25.006355	25.009504	25.012615	25.015678	25.018681	25.021616	25.024467	25.027225	25.029884	25.032425	25.034845	25.037132	25.039278	25.041275	25.043114	25.044792	25.046299	25.047630	25.048780	25.049747	25.050526	25.051113	25.051502	25.051699	25.051697	25.051502	25.051109	25.050524	25.049747	25.048782	25.047630	25.046299	25.044792	25.043116	25.041275	25.039276	25.037132	25.034843	25.032425	25.029884	25.027229	25.024471	25.021618	25.018684	25.015682	25.012617	25.009504	25.006357	25.003185	
25.003170	25.006330	25.009468	25.012568	25.015619	25.018612	25.021534	25.024376	25.027126	25.029770	25.032303	25.034714	25.036991	25.039127	25.041119	25.042950	25.044621	25.046124	25.047451	25.048595	25.049559	25.050331	25.050915	25.051306	25.051500	25.051502	25.051304	25.050915	25.050333	25.049561	25.048597	25.047451	25.046124	25.044624	25.042950	25.041117	25.039127	25.036991	25.034712	25.032303	25.029770	25.027126	25.024376	25.021538	25.018616	25.015621	25.012569	25.009468	25.006332	25.003174	
25.003147	25.006285	25.009396	25.012474	25.015501	25.018471	25.021372	25.024191	25.026917	25.029545	25.032057	25.034449	25.036709	25.038832	25.040806	25.042625	25.044283	25.045773	25.047089	25.048225	25.049183	25.049950	25.050529	25.050915	25.051109	25.051109	25.050915	25.050529	25.049952	25.049181	25.048229	25.047089	25.045773	25.044285	25.042625	25.040804	25.038830	25.036709	25.034449	25.032057	25.029545	25.026918	25.024193	25.021374	25.018473	25.015503	25.012474	25.009399	25.006287	25.003149	
25.003113	25.006210	25.009291	25.012329	25.015324	25.018261	25.021126	25.023914	25.026611	25.029205	25.031693	25.034054	25.036289	25.038385	25.040340	25.042137	25.043774	25.045248	25.046551	25.047672	25.048618	25.049377	25.049950	25.050333	25.050524	25.050526	25.050331	25.049950	25.049377	25.048620	25.047674	25.046551	25.045250	25.043774	25.042137	25.040337	25.038387	25.036289	25.034054	25.031689	25.029205	25.026611	25.023914	25.021128	25.018261	25.015327	25.012331	25.009289	25.006214	25.003113	
25.003063	25.006119	25.009144	25.012142	25.015087	25.017979	25.020802	25.023546	25.026199	25.028759	25.031200	25.033531	25.035732	25.037796	25.039719	25.041489	25.043102	25.044554	25.045834	25.046940	25.047871	25.048618	25.049183	25.049559	25.049749	25.049747	25.049561	25.049179	25.048618	25.047871	25.046942	25.045835	25.044552	25.043102	25.041489	25.039717	25.037796	25.035730	25.033531	25.031200	25.028757	25.026201	25.023548	25.020803	25.017982	25.015087	25.012142	25.009148	25.006119	25.003067	
25.003006	25.005997	25.008968	25.011904	25.014795	25.017630	25.020397	25.023090	25.025694	25.028198	25.030598	25.032879	25.035038	25.037064	25.038948	25.040684	25.042267	25.043686	25.044947	25.046028	25.046940	25.047674	25.048225	25.048597	25.048780	25.048782	25.048595	25.048229	25.047672	25.046940	25.046032	25.044943	25.043688	25.042263	25.040684	25.038946	25.037062	25.035038	25.032879	25.030596	25.028198	25.025692	25.023090	25.020401	25.017632	25.014797	25.011906	25.008970	25.005999	25.003006	
25.002934	25.005857	25.008755	25.011625	25.014446	25.017216	25.019917	25.022545	25.025085	25.027534	25.029873	25.032106	25.034210	25.036190	25.038029	25.039726	25.041267	25.042658	25.043882	25.044945	25.045834	25.046551	25.047089	25.047449	25.047630	25.047630	25.047451	25.047089	25.046551	25.045834	25.044943	25.043884	25.042656	25.041267	25.039724	25.038029	25.036188	25.034210	25.032104	25.029877	25.027531	25.025087	25.022545	25.019918	25.017216	25.014446	25.011625	25.008757	25.005857	25.002934	
25.002853	25.005692	25.008512	25.011297	25.014042	25.016731	25.019360	25.021914	25.024387	25.026764	25.029041	25.031206	25.033257	25.035175	25.036966	25.038612	25.040115	25.041466	25.042658	25.043686	25.044554	25.045248	25.045773	25.046124	25.046299	25.046299	25.046124	25.045773	25.045250	25.044552	25.043690	25.042656	25.041466	25.040115	25.038612	25.036968	25.035177	25.033257	25.031208	25.029037	25.026764	25.024385	25.021915	25.019361	25.016735	25.014046	25.011299	25.008514	25.005692	25.002851	
25.002762	25.005508	25.008236	25.010933	25.013584	25.016190	25.018730	25.021202	25.023590	25.025894	25.028095	25.030191	25.032171	25.034031	25.035763	25.037357	25.038809	25.040115	25.041267	25.042267	25.043102	25.043776	25.044285	25.044622	25.044792	25.044792	25.044624	25.044283	25.043776	25.043104	25.042267	25.041271	25.040115	25.038811	25.037357	25.035763	25.034033	25.032173	25.030190	25.028095	25.025890	25.023594	25.021202	25.018730	25.016190	25.013588	25.010933	25.008234	25.005507	25.002758	
25.002655	25.005302	25.007929	25.010521	25.013077	25.015583	25.018028	25.020407	25.022709	25.024921	25.027042	25.029060	25.030968	25.032757	25.034424	25.035957	25.037357	25.038612	25.039726	25.040684	25.041489	25.042137	25.042625	25.042953	25.043114	25.043118	25.042953	25.042625	25.042137	25.041489	25.040686	25.039724	25.038616	25.037357	25.035957	25.034424	25.032759	25.030968	25.029060	25.027039	25.024921	25.022707	25.020409	25.018028	25.015583	25.013079	25.010523	25.007927	25.005302	25.002655	
25.002544	25.005077	25.007589	25.010075	25.012520	25.014915	25.017262	25.019537	25.021738	25.023859	25.025890	25.027821	25.029646	25.031361	25.032955	25.034424	25.035761	25.036966	25.038025	25.038948	25.039717	25.040337	25.040808	25.041119	25.041275	25.041275	25.041119	25.040806	25.040339	25.039721	25.038948	25.038029	25.036964	25.035763	25.034424	25.032953	25.031359	25.029648	25.027817	25.025888	25.023857	25.021740	25.019537	25.017262	25.014919	25.012520	25.010075	25.007587	25.005075	25.002542	
25.002422	25.004829	25.007223	25.009586	25.011913	25.014196	25.016426	25.018589	25.020687	25.022703	25.024637	25.026474	25.028214	25.029842	25.031361	25.032757	25.034035	25.035175	25.036188	25.037064	25.037796	25.038387	25.038830	25.039129	25.039278	25.039280	25.039131	25.038832	25.038387	25.037798	25.037064	25.036190	25.035177	25.034031	25.032757	25.031359	25.029842	25.028210	25.026474	25.024635	25.022705	25.020687	25.018593	25.016426	25.014194	25.011915	25.009586	25.007221	25.004829	25.002420	
25.002289	25.004566	25.006826	25.009062	25.011261	25.013420	25.015528	25.017574	25.019554	25.021465	25.023289	25.025028	25.026670	25.028212	25.029648	25.030970	25.032173	25.033257	25.034210	25.035038	25.035732	25.036289	25.036709	25.036991	25.037130	25.037132	25.036991	25.036709	25.036289	25.035732	25.035038	25.034212	25.033255	25.032173	25.030968	25.029646	25.028212	25.026669	25.025024	25.023289	25.021463	25.019558	25.017574	25.015526	25.013422	25.011261	25.009064	25.006828	25.004566	25.002289	
25.002148	25.004284	25.006405	25.008503	25.010569	25.012592	25.014570	25.016493	25.018353	25.020142	25.021856	25.023485	25.025028	25.026474	25.027821	25.029062	25.030193	25.031206	25.032104	25.032879	25.033531	25.034054	25.034447	25.034710	25.034845	25.034843	25.034714	25.034449	25.034054	25.033531	25.032883	25.032104	25.031208	25.030190	25.029060	25.027821	25.026474	25.025028	25.023485	25.021854	25.020142	25.018353	25.016495	25.014572	25.012592	25.010569	25.008503	25.006409	25.004284	25.002148	
25.001999	25.003988	25.005960	25.007912	25.009834	25.011719	25.013561	25.015348	25.017078	25.018745	25.020336	25.021854	25.023291	25.024637	25.025888	25.027046	25.028095	25.029041	25.029875	25.030598	25.031200	25.031689	25.032057	25.032303	25.032425	25.032425	25.032303	25.032059	25.031693	25.031204	25.030596	25.029877	25.029041	25.028095	25.027042	25.025887	25.024635	25.023289	25.021856	25.020340	25.018744	25.017078	25.015347	25.013559	25.011719	25.009832	25.007914	25.005962	25.003986	25.001997	
25.001839	25.003674	25.005493	25.007292	25.009064	25.010799	25.012497	25.014145	25.015739	25.017273	25.018744	25.020142	25.021465	25.022705	25.023861	25.024921	25.025894	25.026764	25.027533	25.028196	25.028755	25.029205	25.029545	25.029770	25.029884	25.029884	25.029770	25.029545	25.029205	25.028757	25.028200	25.027534	25.026764	25.025892	25.024921	25.023857	25.022701	25.021463	25.020142	25.018742	25.017275	25.015739	25.014145	25.012497	25.010799	25.009064	25.007294	25.005493	25.003674	25.001839	
25.001678	25.003347	25.005005	25.006645	25.008259	25.009840	25.011383	25.012888	25.014341	25.015739	25.017076	25.018353	25.019558	25.020689	25.021738	25.022709	25.023590	25.024387	25.025085	25.025694	25.026199	25.026609	25.026918	25.027126	25.027229	25.027229	25.027126	25.026920	25.026611	25.026203	25.025692	25.025089	25.024385	25.023592	25.022705	25.021736	25.020685	25.019554	25.018353	25.017078	25.015739	25.014339	25.012890	25.011383	25.009842	25.008255	25.006645	25.005005	25.003347	25.001677	
25.001507	25.003006	25.004498	25.005970	25.007423	25.008842	25.010233	25.011581	25.012886	25.014143	25.015347	25.016493	25.017574	25.018593	25.019537	25.020407	25.021202	25.021915	25.022545	25.023088	25.023544	25.023914	25.024191	25.024376	25.024469	25.024469	25.024376	25.024193	25.023914	25.023548	25.023090	25.022545	25.021915	25.021202	25.020409	25.019535	25.018591	25.017574	25.016491	25.015347	25.014145	25.012888	25.011581	25.010235	25.008842	25.007423	25.005972	25.004499	25.003008	25.001507	
25.001331	25.002659	25.003971	25.005276	25.006556	25.007812	25.009039	25.010231	25.011385	25.012493	25.013557	25.014570	25.015528	25.016426	25.017262	25.018030	25.018730	25.019363	25.019918	25.020397	25.020802	25.021126	25.021372	25.021536	25.021618	25.021618	25.021534	25.021370	25.021128	25.020803	25.020401	25.019917	25.019361	25.018730	25.018028	25.017260	25.016424	25.015526	25.014572	25.013559	25.012497	25.011383	25.010233	25.009039	25.007816	25.006556	25.005278	25.003975	25.002659	25.001331	
25.001152	25.002296	25.003435	25.004559	25.005667	25.006752	25.007812	25.008842	25.009838	25.010799	25.011719	25.012592	25.013420	25.014196	25.014919	25.015583	25.016190	25.016731	25.017216	25.017630	25.017979	25.018261	25.018471	25.018612	25.018684	25.018684	25.018612	25.018471	25.018259	25.017981	25.017632	25.017216	25.016733	25.016190	25.015583	25.014917	25.014194	25.013420	25.012594	25.011719	25.010799	25.009842	25.008842	25.007814	25.006752	25.005671	25.004559	25.003437	25.002296	25.001152	
25.000965	25.001926	25.002880	25.003826	25.004755	25.005667	25.006554	25.007420	25.008255	25.009062	25.009834	25.010567	25.011261	25.011913	25.012520	25.013079	25.013586	25.014042	25.014446	25.014797	25.015087	25.015324	25.015501	25.015621	25.015678	25.015678	25.015621	25.015499	25.015324	25.015089	25.014795	25.014446	25.014042	25.013586	25.013077	25.012520	25.011913	25.011261	25.010571	25.009834	25.009064	25.008255	25.007421	25.006557	25.005669	25.004753	25.003828	25.002882	25.001930	25.000965	
25.000778	25.001549	25.002319	25.003078	25.003828	25.004559	25.005276	25.005970	25.006641	25.007292	25.007912	25.008503	25.009062	25.009586	25.010075	25.010525	25.010933	25.011299	25.011623	25.011902	25.012140	25.012329	25.012474	25.012566	25.012615	25.012615	25.012568	25.012472	25.012329	25.012140	25.011908	25.011623	25.011299	25.010931	25.010523	25.010073	25.009584	25.009062	25.008503	25.007915	25.007290	25.006645	25.005972	25.005278	25.004559	25.003826	25.003078	25.002321	25.001549	25.000778	
25.000587	25.001167	25.001747	25.002319	25.002882	25.003433	25.003971	25.004498	25.005005	25.005493	25.005960	25.006405	25.006824	25.007221	25.007589	25.007927	25.008236	25.008512	25.008755	25.008968	25.009144	25.009289	25.009394	25.009468	25.009502	25.009502	25.009468	25.009396	25.009287	25.009148	25.008968	25.008759	25.008511	25.008236	25.007927	25.007587	25.007221	25.006826	25.006407	25.005962	25.005497	25.005007	25.004501	25.003975	25.003433	25.002886	25.002319	25.001747	25.001169	25.000586	
25.000393	25.000782	25.001167	25.001551	25.001926	25.002296	25.002657	25.003010	25.003345	25.003674	25.003986	25.004284	25.004564	25.004829	25.005074	25.005301	25.005508	25.005692	25.005857	25.005997	25.006115	25.006210	25.006283	25.006329	25.006357	25.006355	25.006332	25.006283	25.006212	25.006115	25.005997	25.005856	25.005695	25.005508	25.005301	25.005074	25.004829	25.004566	25.004284	25.003986	25.003674	25.003347	25.003008	25.002659	25.002298	25.001926	25.001553	25.001167	25.000782	25.000393	
25.000198	25.000391	25.000586	25.000776	25.000965	25.001150	25.001331	25.001507	25.001678	25.001839	25.001997	25.002144	25.002289	25.002419	25.002542	25.002655	25.002758	25.002853	25.002934	25.003006	25.003063	25.003113	25.003147	25.003172	25.003183	25.003185	25.003174	25.003147	25.003111	25.003063	25.003004	25.002934	25.002853	25.002758	25.002655	25.002541	25.002419	25.002285	25.002146	25.001997	25.001841	25.001677	25.001507	25.001331	25.001150	25.000965	25.000776	25.000587	25.000393	25.000196	
